Plate,Well,tags,area_myosin_total,area_nuc_pos_myosin,area_nuclei_total,avg_nuclei_area,avg_nuclei_per_surface_myosin,big_nuclei,estimated_nuclei_in_big,fusion_area_myosin,fusion_index_myosin,length_myosin,length_myosin_per_nuclei,nb_compos_skeleton_myosin,nuclei_myosin_in_big,nuclei_myosin_positive,nuclei_myosin_without_big,nuclei_total,nuclei_without_big,percentage_nuc_pos_myosin,width_myosin,CPD_ID,Concentration,BATCH_ID,Deselected_fusion_area_myosin,Deselected_fusion_index_myosin,Status_fusion_area_myosin,Status_fusion_index_myosin,Bound_min_plateau1_fusion_area_myosin,Bound_max_plateau1_fusion_area_myosin,Bound_min_plateau2_fusion_area_myosin,Bound_max_plateau2_fusion_area_myosin,Bound_min_dip_fusion_area_myosin,Bound_max_dip_fusion_area_myosin,Bound_min_ec50_1_fusion_area_myosin,Bound_max_ec50_1_fusion_area_myosin,Bound_min_ec50_2_fusion_area_myosin,Bound_max_ec50_2_fusion_area_myosin,Bound_min_slope1_fusion_area_myosin,Bound_max_slope1_fusion_area_myosin,Bound_min_slope2_fusion_area_myosin,Bound_max_slope2_fusion_area_myosin,Bound_min_plateau1_fusion_index_myosin,Bound_max_plateau1_fusion_index_myosin,Bound_min_plateau2_fusion_index_myosin,Bound_max_plateau2_fusion_index_myosin,Bound_min_dip_fusion_index_myosin,Bound_max_dip_fusion_index_myosin,Bound_min_ec50_1_fusion_index_myosin,Bound_max_ec50_1_fusion_index_myosin,Bound_min_ec50_2_fusion_index_myosin,Bound_max_ec50_2_fusion_index_myosin,Bound_min_slope1_fusion_index_myosin,Bound_max_slope1_fusion_index_myosin,Bound_min_slope2_fusion_index_myosin,Bound_max_slope2_fusion_index_myosin,Fixed_Top_fusion_area_myosin,Fixed_Top_fusion_index_myosin,Data_Modified_fusion_area_myosin,Data_Modified_fusion_index_myosin
DM1-SC-D01,P23,DM1;ISOX#2.5uM;RowP,1065860,209574,501090,126.051,0.382561,69,354,0.411569,0.382561,86556,230.536,122,279,1548,1269,3942,3588,38.557,48.8761,DM1;ISOX#2.5uM;RowP,1.00E-09,DM1;ISOX#2.5uM;RowP,False,False,=,=,-5.2988775,5.2988775,-5.2988775,5.2988775,-5.2988775,5.2988775,-18,-4.5,-18,-4.5,-3.575521875,3.575521875,-3.575521875,3.575521875,-5.0072505,5.0072505,-5.0072505,5.0072505,-5.0072505,5.0072505,-18,-4.5,-18,-4.5,-3.608005,3.608005,-3.608005,3.608005,Not Fixed,Not Fixed,False,False
DM1-SC-D02,P23,DM1;ISOX#2.5uM;RowP,1238460,244791,523628,126.819,0.439702,95,524,0.467073,0.439702,91069,202.386,82,466,1814,1348,4077,3553,44.4619,54.5727,DM1;ISOX#2.5uM;RowP,1.00E-09,DM1;ISOX#2.5uM;RowP,False,False,=,=,-5.2988775,5.2988775,-5.2988775,5.2988775,-5.2988775,5.2988775,-18,-4.5,-18,-4.5,-3.575521875,3.575521875,-3.575521875,3.575521875,-5.0072505,5.0072505,-5.0072505,5.0072505,-5.0072505,5.0072505,-18,-4.5,-18,-4.5,-3.608005,3.608005,-3.608005,3.608005,Not Fixed,Not Fixed,False,False
DM1-SC-D03,P23,DM1;ISOX#2.5uM;RowP,966913,193537,476892,123.599,0.354129,72,417,0.38593,0.354129,76967,226.633,97,336,1424,1088,3786,3369,35.7853,48.9072,DM1;ISOX#2.5uM;RowP,1.00E-09,DM1;ISOX#2.5uM;RowP,False,False,=,=,-5.2988775,5.2988775,-5.2988775,5.2988775,-5.2988775,5.2988775,-18,-4.5,-18,-4.5,-3.575521875,3.575521875,-3.575521875,3.575521875,-5.0072505,5.0072505,-5.0072505,5.0072505,-5.0072505,5.0072505,-18,-4.5,-18,-4.5,-3.608005,3.608005,-3.608005,3.608005,Not Fixed,Not Fixed,False,False
DM1-SC-D04,P23,DM1;ISOX#2.5uM;RowP,529177,82351,297042,104.285,0.223247,33,178,0.25668,0.223247,39035,263.948,66,112,680,568,2795,2617,22.495,53.1999,DM1;ISOX#2.5uM;RowP,1.00E-09,DM1;ISOX#2.5uM;RowP,False,False,=,=,-5.2988775,5.2988775,-5.2988775,5.2988775,-5.2988775,5.2988775,-18,-4.5,-18,-4.5,-3.575521875,3.575521875,-3.575521875,3.575521875,-5.0072505,5.0072505,-5.0072505,5.0072505,-5.0072505,5.0072505,-18,-4.5,-18,-4.5,-3.608005,3.608005,-3.608005,3.608005,Not Fixed,Not Fixed,False,False
DM1-SC-D05,P23,DM1;ISOX#2.5uM;RowP,1412660,264546,532453,125.629,0.458176,73,451,0.487682,0.458176,102633,219.362,97,393,1968,1575,4185,3734,46.1776,54.2198,DM1;ISOX#2.5uM;RowP,1.00E-09,DM1;ISOX#2.5uM;RowP,False,False,=,=,-5.2988775,5.2988775,-5.2988775,5.2988775,-5.2988775,5.2988775,-18,-4.5,-18,-4.5,-3.575521875,3.575521875,-3.575521875,3.575521875,-5.0072505,5.0072505,-5.0072505,5.0072505,-5.0072505,5.0072505,-18,-4.5,-18,-4.5,-3.608005,3.608005,-3.608005,3.608005,Not Fixed,Not Fixed,False,False
DM1-SC-D06,P23,DM1;ISOX#2.5uM;RowP,1287380,252786,500842,126.157,0.476881,94,533,0.504655,0.476881,98519,209.736,105,507,1898,1391,3930,3397,48.1968,52.1246,DM1;ISOX#2.5uM;RowP,1.00E-09,DM1;ISOX#2.5uM;RowP,False,False,=,=,-5.2988775,5.2988775,-5.2988775,5.2988775,-5.2988775,5.2988775,-18,-4.5,-18,-4.5,-3.575521875,3.575521875,-3.575521875,3.575521875,-5.0072505,5.0072505,-5.0072505,5.0072505,-5.0072505,5.0072505,-18,-4.5,-18,-4.5,-3.608005,3.608005,-3.608005,3.608005,Not Fixed,Not Fixed,False,False
DM1-SC-D07,P23,DM1;ISOX#2.5uM;RowP,1294860,244458,503106,124.542,0.450514,80,468,0.482302,0.450514,91659,204.727,108,387,1830,1443,3995,3527,45.4114,56.2733,DM1;ISOX#2.5uM;RowP,1.00E-09,DM1;ISOX#2.5uM;RowP,False,False,=,=,-5.2988775,5.2988775,-5.2988775,5.2988775,-5.2988775,5.2988775,-18,-4.5,-18,-4.5,-3.575521875,3.575521875,-3.575521875,3.575521875,-5.0072505,5.0072505,-5.0072505,5.0072505,-5.0072505,5.0072505,-18,-4.5,-18,-4.5,-3.608005,3.608005,-3.608005,3.608005,Not Fixed,Not Fixed,False,False
DM1-SC-DMSO,P23,DM1;ISOX#2.5uM;RowP,1207480,214842,460135,123.585,0.427203,58,338,0.464405,0.427203,88906,225.283,97,296,1603,1307,3699,3361,42.988,54.2218,DM1;ISOX#2.5uM;RowP,1.00E-09,DM1;ISOX#2.5uM;RowP,False,False,=,=,-5.2988775,5.2988775,-5.2988775,5.2988775,-5.2988775,5.2988775,-18,-4.5,-18,-4.5,-3.575521875,3.575521875,-3.575521875,3.575521875,-5.0072505,5.0072505,-5.0072505,5.0072505,-5.0072505,5.0072505,-18,-4.5,-18,-4.5,-3.608005,3.608005,-3.608005,3.608005,Not Fixed,Not Fixed,False,False
DM1-SC-D01,A23,DM1;ISOX#2.5uM;RowA,977688,214207,481767,124.362,0.403566,83,537,0.439251,0.403566,70807,181.355,104,463,1579,1116,3834,3297,40.7299,54.7822,DM1;ISOX#2.5uM;RowA,1.00E-09,DM1;ISOX#2.5uM;RowA,False,False,=,=,-6.16749,6.16749,-6.16749,6.16749,-6.16749,6.16749,-18,-4.5,-18,-4.5,-3.496053125,3.496053125,-3.496053125,3.496053125,-5.7625785,5.7625785,-5.7625785,5.7625785,-5.7625785,5.7625785,-18,-4.5,-18,-4.5,-3.314695,3.314695,-3.314695,3.314695,Not Fixed,Not Fixed,False,False
DM1-SC-D02,A23,DM1;ISOX#2.5uM;RowA,1308140,253296,489916,122.93,0.482371,88,534,0.508994,0.482371,97378,205.842,76,512,1942,1430,3925,3391,48.7399,52.8451,DM1;ISOX#2.5uM;RowA,1.00E-09,DM1;ISOX#2.5uM;RowA,False,False,=,=,-6.16749,6.16749,-6.16749,6.16749,-6.16749,6.16749,-18,-4.5,-18,-4.5,-3.496053125,3.496053125,-3.496053125,3.496053125,-5.7625785,5.7625785,-5.7625785,5.7625785,-5.7625785,5.7625785,-18,-4.5,-18,-4.5,-3.314695,3.314695,-3.314695,3.314695,Not Fixed,Not Fixed,False,False
DM1-SC-D03,A23,DM1;ISOX#2.5uM;RowA,856863,170620,487340,124.033,0.327455,63,337,0.354805,0.327455,73094,230.24,128,223,1268,1045,3895,3558,32.9795,46.871,DM1;ISOX#2.5uM;RowA,1.00E-09,DM1;ISOX#2.5uM;RowA,False,False,=,=,-6.16749,6.16749,-6.16749,6.16749,-6.16749,6.16749,-18,-4.5,-18,-4.5,-3.496053125,3.496053125,-3.496053125,3.496053125,-5.7625785,5.7625785,-5.7625785,5.7625785,-5.7625785,5.7625785,-18,-4.5,-18,-4.5,-3.314695,3.314695,-3.314695,3.314695,Not Fixed,Not Fixed,False,False
DM1-SC-D04,A23,DM1;ISOX#2.5uM;RowA,887223,173668,463433,121.811,0.33971,72,402,0.375921,0.33971,66108,207.08,72,311,1286,975,3772,3370,34.2933,53.4864,DM1;ISOX#2.5uM;RowA,1.00E-09,DM1;ISOX#2.5uM;RowA,False,False,=,=,-6.16749,6.16749,-6.16749,6.16749,-6.16749,6.16749,-18,-4.5,-18,-4.5,-3.496053125,3.496053125,-3.496053125,3.496053125,-5.7625785,5.7625785,-5.7625785,5.7625785,-5.7625785,5.7625785,-18,-4.5,-18,-4.5,-3.314695,3.314695,-3.314695,3.314695,Not Fixed,Not Fixed,False,False
DM1-SC-D05,A23,DM1;ISOX#2.5uM;RowA,1042470,222096,516308,125.123,0.406599,86,443,0.428828,0.406599,84254,202.068,83,357,1679,1322,4078,3635,41.056,49.4288,DM1;ISOX#2.5uM;RowA,1.00E-09,DM1;ISOX#2.5uM;RowA,False,False,=,=,-6.16749,6.16749,-6.16749,6.16749,-6.16749,6.16749,-18,-4.5,-18,-4.5,-3.496053125,3.496053125,-3.496053125,3.496053125,-5.7625785,5.7625785,-5.7625785,5.7625785,-5.7625785,5.7625785,-18,-4.5,-18,-4.5,-3.314695,3.314695,-3.314695,3.314695,Not Fixed,Not Fixed,False,False
DM1-SC-D06,A23,DM1;ISOX#2.5uM;RowA,1057790,219888,471439,124.712,0.421612,66,357,0.459637,0.421612,83652,209.867,96,306,1607,1301,3729,3372,42.5317,50.1424,DM1;ISOX#2.5uM;RowA,1.00E-09,DM1;ISOX#2.5uM;RowA,False,False,=,=,-6.16749,6.16749,-6.16749,6.16749,-6.16749,6.16749,-18,-4.5,-18,-4.5,-3.496053125,3.496053125,-3.496053125,3.496053125,-5.7625785,5.7625785,-5.7625785,5.7625785,-5.7625785,5.7625785,-18,-4.5,-18,-4.5,-3.314695,3.314695,-3.314695,3.314695,Not Fixed,Not Fixed,False,False
DM1-SC-D07,A23,DM1;ISOX#2.5uM;RowA,1314310,257968,505626,126.831,0.485584,74,402,0.507934,0.485584,96455,200.075,129,364,1939,1575,3943,3541,49.0382,54.5611,DM1;ISOX#2.5uM;RowA,1.00E-09,DM1;ISOX#2.5uM;RowA,False,False,=,=,-6.16749,6.16749,-6.16749,6.16749,-6.16749,6.16749,-18,-4.5,-18,-4.5,-3.496053125,3.496053125,-3.496053125,3.496053125,-5.7625785,5.7625785,-5.7625785,5.7625785,-5.7625785,5.7625785,-18,-4.5,-18,-4.5,-3.314695,3.314695,-3.314695,3.314695,Not Fixed,Not Fixed,False,False
DM1-SC-DMSO,A23,DM1;ISOX#2.5uM;RowA,1510490,291613,494245,126.439,0.548817,86,455,0.58738,0.548817,106514,198.939,79,452,2147,1695,3859,3404,55.5061,56.6757,DM1;ISOX#2.5uM;RowA,1.00E-09,DM1;ISOX#2.5uM;RowA,False,False,=,=,-6.16749,6.16749,-6.16749,6.16749,-6.16749,6.16749,-18,-4.5,-18,-4.5,-3.496053125,3.496053125,-3.496053125,3.496053125,-5.7625785,5.7625785,-5.7625785,5.7625785,-5.7625785,5.7625785,-18,-4.5,-18,-4.5,-3.314695,3.314695,-3.314695,3.314695,Not Fixed,Not Fixed,False,False
DM1-SC-D01,B23,DM1;ISOX#2.5uM,1223570,244915,494511,123.159,0.450392,57,285,0.494582,0.450392,87993,196.391,112,257,1808,1551,3986,3701,45.3535,56.0464,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,C23,DM1;ISOX#2.5uM,1028190,198697,506987,123.863,0.356723,68,356,0.387559,0.356723,82010,225.593,90,306,1469,1163,4052,3696,35.9779,49.7197,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,D23,DM1;ISOX#2.5uM,943313,189775,518427,118.898,0.315052,79,421,0.336581,0.315052,76601,222.393,111,355,1466,1111,4284,3863,31.7788,46.9046,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,E23,DM1;ISOX#2.5uM,1321350,239559,501422,123.039,0.445178,40,197,0.473925,0.445178,101933,225.669,86,173,1825,1652,4044,3847,44.7245,51.5024,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,F23,DM1;ISOX#2.5uM,1120990,216070,516112,119.674,0.374728,59,300,0.406328,0.374728,87768,221.49,93,258,1643,1385,4251,3951,37.7702,50.2113,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,G23,DM1;ISOX#2.5uM,1374350,263205,546267,122.414,0.450405,81,429,0.473355,0.450405,104551,207.72,68,368,2030,1662,4396,3967,45.4706,52.2082,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,H23,DM1;ISOX#2.5uM,1473770,279931,519123,123.572,0.514887,61,326,0.540297,0.514887,111156,206.06,117,310,2156,1846,4167,3841,51.8671,53.168,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,I23,DM1;ISOX#2.5uM,1552910,290876,505000,120.347,0.533264,50,277,0.569426,0.533264,105664,192.016,115,260,2245,1985,4152,3875,53.6321,58.2911,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,J23,DM1;ISOX#2.5uM,1308280,246509,473702,121.322,0.479874,35,187,0.517772,0.479874,102720,219.062,108,171,1875,1704,3882,3695,48.1913,50.9456,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,K23,DM1;ISOX#2.5uM,1460630,263520,523931,119.149,0.475728,54,331,0.500518,0.475728,105635,204.583,80,300,2091,1791,4356,4025,47.8333,55.2461,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,L23,DM1;ISOX#2.5uM,1155330,213619,495596,118.968,0.394551,53,288,0.422358,0.394551,91833,228.945,87,233,1659,1426,4111,3823,39.7214,49.7392,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,M23,DM1;ISOX#2.5uM,1345680,244978,522326,118.124,0.431818,50,288,0.463649,0.431818,100775,214.041,81,261,1924,1663,4381,4093,43.4082,53.064,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,N23,DM1;ISOX#2.5uM,1428130,257312,504164,119.999,0.485484,50,297,0.509284,0.485484,110930,218.559,73,252,2042,1790,4174,3877,48.822,51.5375,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D01,O23,DM1;ISOX#2.5uM,1181580,229394,501876,121.189,0.402641,66,347,0.453185,0.402641,86582,213.047,93,314,1682,1368,4106,3759,40.5271,54.2349,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,B23,DM1;ISOX#2.5uM,1193190,233625,505881,123.618,0.426159,64,320,0.45652,0.426159,90890,210.674,92,292,1754,1462,4045,3725,42.9803,52.0951,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,C23,DM1;ISOX#2.5uM,999011,191395,527430,121.367,0.32031,69,353,0.348747,0.32031,82125,240.466,103,274,1428,1154,4282,3929,32.2709,47.867,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,D23,DM1;ISOX#2.5uM,1265620,223196,539823,122.144,0.385383,84,465,0.408279,0.385383,101350,238.677,94,373,1715,1342,4374,3909,38.8727,49.6574,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,E23,DM1;ISOX#2.5uM,1337790,236456,540827,125.154,0.405793,55,266,0.437442,0.405793,105639,240.905,83,213,1753,1540,4293,4027,40.8424,50.6166,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,F23,DM1;ISOX#2.5uM,1258560,223211,514262,123.561,0.404582,54,285,0.431878,0.404582,98906,237.208,82,231,1694,1463,4137,3852,40.7044,50.7152,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,G23,DM1;ISOX#2.5uM,1390380,252805,515918,122.183,0.464898,61,363,0.484687,0.464898,109349,227.095,86,328,1966,1638,4173,3810,46.8272,50.6172,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,H23,DM1;ISOX#2.5uM,1490310,268420,525399,121.752,0.474974,62,325,0.503836,0.474974,113353,226.432,110,298,2070,1772,4259,3934,47.8545,51.8324,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,I23,DM1;ISOX#2.5uM,1623450,297554,528015,123.29,0.535955,63,368,0.562559,0.535955,112900,196.179,109,360,2300,1940,4249,3881,53.9906,57.668,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,J23,DM1;ISOX#2.5uM,1742150,310565,510629,123.011,0.574087,57,299,0.604313,0.574087,125171,211.421,92,292,2394,2102,4119,3820,57.7561,55.3816,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,K23,DM1;ISOX#2.5uM,1626890,277570,518491,123.652,0.508302,53,288,0.536071,0.508302,121647,228.305,94,270,2130,1860,4165,3877,51.1682,53.656,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
DM1-SC-D02,L23,DM1;ISOX#2.5uM,1667270,288469,525221,122.281,0.519986,81,467,0.545258,0.519986,121268,219.632,82,424,2240,1816,4245,3778,52.4598,54.6536,DM1;ISOX#2.5uM,1.00E-09,DM1;ISOX#2.5uM,False,False,=,=,-6.711579,6.711579,-6.711579,6.711579,-6.711579,6.711579,-18,-4.5,-18,-4.5,-6.455333125,6.455333125,-6.455333125,6.455333125,-6.551013,6.551013,-6.551013,6.551013,-6.551013,6.551013,-18,-4.5,-18,-4.5,-6.46546625,6.46546625,-6.46546625,6.46546625,Not Fixed,Not Fixed,False,False
