Plate,Well,tags,area_myosin_total,area_nuc_pos_myosin,area_nuclei_total,avg_nuclei_area,avg_nuclei_per_surface_myosin,big_nuclei,estimated_nuclei_in_big,fusion_area_myosin,fusion_index_myosin,length_myosin,length_myosin_per_nuclei,nb_compos_skeleton_myosin,nuclei_myosin_in_big,nuclei_myosin_positive,nuclei_myosin_without_big,nuclei_total,nuclei_without_big,percentage_nuc_pos_myosin,width_myosin,CPD_ID,Concentration,BATCH_ID,Deselected_fusion_area_myosin,Deselected_fusion_index_myosin,Status_fusion_area_myosin,Status_fusion_index_myosin,Bound_min_plateau1_fusion_area_myosin,Bound_max_plateau1_fusion_area_myosin,Bound_min_plateau2_fusion_area_myosin,Bound_max_plateau2_fusion_area_myosin,Bound_min_dip_fusion_area_myosin,Bound_max_dip_fusion_area_myosin,Bound_min_ec50_1_fusion_area_myosin,Bound_max_ec50_1_fusion_area_myosin,Bound_min_ec50_2_fusion_area_myosin,Bound_max_ec50_2_fusion_area_myosin,Bound_min_slope1_fusion_area_myosin,Bound_max_slope1_fusion_area_myosin,Bound_min_slope2_fusion_area_myosin,Bound_max_slope2_fusion_area_myosin,Bound_min_plateau1_fusion_index_myosin,Bound_max_plateau1_fusion_index_myosin,Bound_min_plateau2_fusion_index_myosin,Bound_max_plateau2_fusion_index_myosin,Bound_min_dip_fusion_index_myosin,Bound_max_dip_fusion_index_myosin,Bound_min_ec50_1_fusion_index_myosin,Bound_max_ec50_1_fusion_index_myosin,Bound_min_ec50_2_fusion_index_myosin,Bound_max_ec50_2_fusion_index_myosin,Bound_min_slope1_fusion_index_myosin,Bound_max_slope1_fusion_index_myosin,Bound_min_slope2_fusion_index_myosin,Bound_max_slope2_fusion_index_myosin,Fixed_Top_fusion_area_myosin,Fixed_Top_fusion_index_myosin,Data_Modified_fusion_area_myosin,Data_Modified_fusion_index_myosin
DM1-SC-D04,B13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,244624,51935,549629,122.921,0.0749643,11,51,0.0920715,0.0749643,21829,250.43,68,39,341,302,4457,4406,7.50861,46.072,Cefoperazone sodium,3.33E-07,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D04,G13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,178140,34551,503884,117.42,0.0526455,17,87,0.065188,0.0526455,16600,274.227,63,51,234,183,4260,4173,5.27438,45.3748,Cefoperazone sodium,3.33E-07,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D05,K12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,399603,85717,623877,129.426,0.10939,27,185,0.136667,0.10939,40262,306.877,114,57,531,474,4802,4617,10.9741,39.7258,Cefoperazone sodium,1.00E-07,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D05,B13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,352813,73915,594671,130.018,0.100584,11,44,0.125388,0.100584,36086,321.994,87,22,455,433,4564,4520,10.0751,39.2701,Cefoperazone sodium,1.00E-07,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D05,G13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,458950,99597,659624,135.027,0.12978,35,158,0.147811,0.12978,41860,265.103,80,93,647,554,4864,4706,13.0315,43.3237,Cefoperazone sodium,1.00E-07,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D06,K12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,326285,72307,592416,130.199,0.103634,30,142,0.120665,0.103634,30914,276.003,73,95,479,384,4533,4391,10.3956,41.4049,Cefoperazone sodium,3.33E-08,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D06,B13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,337273,75890,584110,129.32,0.108132,27,114,0.127442,0.108132,33442,269.015,98,73,498,425,4499,4385,10.845,40.805,Cefoperazone sodium,3.33E-08,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D06,G13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,371617,79806,583789,127.219,0.112085,20,88,0.134942,0.112085,36162,287.45,108,50,525,475,4583,4495,11.2307,40.7391,Cefoperazone sodium,3.33E-08,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D07,K12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,383088,75200,591141,127.773,0.103463,14,59,0.124688,0.103463,36529,309.949,93,37,488,451,4610,4551,10.3632,41.3489,Cefoperazone sodium,1.67E-08,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D07,B13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,382671,78188,564560,125.327,0.114248,17,83,0.138041,0.114248,36403,280.814,79,53,517,464,4500,4417,11.4413,42.2172,Cefoperazone sodium,1.67E-08,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D07,G13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,574116,116308,615372,130.433,0.163226,23,105,0.187221,0.163226,52058,279.023,96,90,776,686,4702,4597,16.3666,44.0743,Cefoperazone sodium,1.67E-08,S5487-01,False,False,=,=,-2.900205,2.900205,-2.900205,2.900205,-2.900205,2.900205,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.19362760563843,1.19362760563843,-1.19362760563843,1.19362760563843,-2.372496,2.372496,-2.372496,2.372496,-2.372496,2.372496,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.979826578583757,0.979826578583757,-0.979826578583757,0.979826578583757,Not Fixed,Not Fixed,False,False
DM1-SC-D01,L12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,457366,83228,579561,113.614,0.117007,47,297,0.144783,0.117007,28390,192.927,125,234,591,357,5075,4778,11.7593,64.5301,Arformoterol Tartrate,1.00E-05,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D01,C13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,375352,69111,602516,118.867,0.0874417,48,257,0.114014,0.0874417,24491,222.98,122,169,445,276,5042,4785,8.7879,61.1773,Arformoterol Tartrate,1.00E-05,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D01,H13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,377905,74511,621460,120.595,0.0903151,38,187,0.11744,0.0903151,25048,228.196,104,164,474,310,5128,4941,9.06894,59.4056,Arformoterol Tartrate,1.00E-05,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D02,L12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,465048,84725,572979,115.922,0.113806,50,281,0.148123,0.113806,31665,228.695,108,187,563,376,4911,4630,11.4401,58.787,Arformoterol Tartrate,3.00E-06,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D02,C13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,429632,77988,568942,117.4,0.107674,59,307,0.133285,0.107674,26798,216.757,112,233,538,305,4807,4500,10.8404,63.7329,Arformoterol Tartrate,3.00E-06,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D02,H13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,348779,70795,571632,116.766,0.104783,42,255,0.123174,0.104783,24976,199.179,112,209,515,306,4877,4622,10.517,55.6716,Arformoterol Tartrate,3.00E-06,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D03,L12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,494426,88593,544629,117.366,0.125102,41,215,0.160549,0.125102,33512,235.252,123,174,588,414,4618,4403,12.5699,59.1608,Arformoterol Tartrate,1.00E-06,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D03,C13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,473011,86424,575423,119.281,0.120494,52,301,0.149721,0.120494,31108,213.155,101,246,581,335,4787,4486,12.1211,60.9546,Arformoterol Tartrate,1.00E-06,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D03,H13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,472027,98569,599650,120.041,0.129182,61,347,0.161666,0.129182,32483,206.409,115,265,664,399,4975,4628,13.0018,58.065,Arformoterol Tartrate,1.00E-06,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D04,L12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,442803,68699,463438,106.351,0.103881,22,135,0.142821,0.103881,28665,259.937,88,105,473,368,4324,4189,10.4169,61.3338,Arformoterol Tartrate,3.33E-07,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D04,C13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,318984,50695,547441,113.199,0.0622925,28,142,0.091345,0.0622925,22233,302.689,104,88,306,218,4820,4678,6.24467,57.2097,Arformoterol Tartrate,3.33E-07,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D04,H13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,252927,43921,523602,106.582,0.0618089,27,157,0.079251,0.0618089,18178,272.003,90,110,312,202,4871,4714,6.20438,53.7524,Arformoterol Tartrate,3.33E-07,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D05,L12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,441601,83521,578904,117.36,0.121066,38,221,0.144251,0.121066,31910,216.833,123,189,596,407,4914,4693,12.1545,55.4974,Arformoterol Tartrate,1.00E-07,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D05,C13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,462954,74994,588089,117.835,0.0986995,37,192,0.12825,0.0986995,33664,277.898,125,127,489,362,4972,4780,9.91176,55.1555,Arformoterol Tartrate,1.00E-07,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D05,H13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,408228,78427,634813,118.211,0.10171,30,177,0.122665,0.10171,29891,229.351,111,154,550,396,5354,5177,10.1971,54.2928,Arformoterol Tartrate,1.00E-07,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D06,L12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,491953,94996,548550,116.582,0.138868,40,209,0.173749,0.138868,35902,221.503,112,179,653,474,4685,4476,13.9452,54.8928,Arformoterol Tartrate,3.33E-08,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D06,C13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,484286,88409,561929,120.202,0.126129,47,244,0.157069,0.126129,33525,227.651,118,188,590,402,4648,4404,12.6871,58.1518,Arformoterol Tartrate,3.33E-08,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D06,H13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,487216,102015,575657,119.134,0.144107,67,372,0.177037,0.144107,32428,187.908,110,314,698,384,4800,4428,14.5038,60.1108,Arformoterol Tartrate,3.33E-08,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D07,L12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,627138,110964,560385,115.635,0.15884,31,185,0.19674,0.15884,40474,209.373,117,180,773,593,4828,4643,15.9358,61.8407,Arformoterol Tartrate,1.67E-08,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D07,C13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,397438,68891,588624,114.432,0.098965,27,158,0.116911,0.098965,29149,229.861,122,137,509,372,5128,4970,9.92971,54.9233,Arformoterol Tartrate,1.67E-08,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D07,H13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,617386,117161,581505,116.976,0.163616,43,233,0.201479,0.163616,40291,201.788,107,206,814,608,4952,4719,16.4372,61.0322,Arformoterol Tartrate,1.67E-08,S5217-01,False,False,=,=,-2.1155295,2.1155295,-2.1155295,2.1155295,-2.1155295,2.1155295,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.713085685500087,0.713085685500087,-0.713085685500087,0.713085685500087,-1.717968,1.717968,-1.717968,1.717968,-1.717968,1.717968,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.591750229586872,0.591750229586872,-0.591750229586872,0.591750229586872,Not Fixed,Not Fixed,False,False
DM1-SC-D01,M12,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,502351,89980,597887,131.854,0.133804,94,573,0.149528,0.133804,34671,225.265,103,307,609,302,4479,3906,13.5185,58.7524,Berberine Sulfate,1.00E-05,S5440-01,False,False,=,=,-2.210397,2.210397,-2.210397,2.210397,-2.210397,2.210397,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.02927926410539,1.02927926410539,-1.02927926410539,1.02927926410539,-2.0351625,2.0351625,-2.0351625,2.0351625,-2.0351625,2.0351625,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.97141345536064,0.97141345536064,-0.97141345536064,0.97141345536064,Not Fixed,Not Fixed,False,False
DM1-SC-D01,D13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,399284,72741,616761,134.881,0.102884,104,634,0.116419,0.102884,29459,266.587,112,251,478,227,4514,3880,10.4165,53.6689,Berberine Sulfate,1.00E-05,S5440-01,False,False,=,=,-2.210397,2.210397,-2.210397,2.210397,-2.210397,2.210397,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.02927926410539,1.02927926410539,-1.02927926410539,1.02927926410539,-2.0351625,2.0351625,-2.0351625,2.0351625,-2.0351625,2.0351625,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.97141345536064,0.97141345536064,-0.97141345536064,0.97141345536064,Not Fixed,Not Fixed,False,False
DM1-SC-D01,I13,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,622019,127019,677585,135.743,0.174459,126,767,0.186818,0.174459,41100,190.808,115,482,873,391,4924,4157,17.674,60.474,Berberine Sulfate,1.00E-05,S5440-01,False,False,=,=,-2.210397,2.210397,-2.210397,2.210397,-2.210397,2.210397,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.02927926410539,1.02927926410539,-1.02927926410539,1.02927926410539,-2.0351625,2.0351625,-2.0351625,2.0351625,-2.0351625,2.0351625,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.97141345536064,0.97141345536064,-0.97141345536064,0.97141345536064,Not Fixed,Not Fixed,False,False
